tag,zeit,verbrauch_haushalt,produktion_solar,panels_online,eigenverbrauch,einspeisung,netzbezug
2024-09-03,10:00,-0.02,2.63,16,-0.02,2.65,0.0
2024-09-03,11:00,0.86,3.03,16,0.86,2.17,0.0
2024-09-03,12:00,0.69,5.46,16,0.69,4.77,0.0
2024-09-03,13:00,0.52,1.4,16,0.52,0.8799999999999999,0.0
2024-09-03,14:00,0.66,1.36,16,0.66,0.7000000000000001,0.0
2024-09-03,15:00,0.36,3.03,16,0.36,2.67,0.0
2024-09-03,16:00,0.79,2.63,16,0.79,1.8399999999999999,0.0
2024-09-03,17:00,2.56,0.35,16,0.35,0.0,2.21
2024-09-03,18:00,1.87,1.46,16,1.46,0.0,0.41000000000000014
2024-09-03,19:00,1.58,0.12,16,0.12,0.0,1.46
2024-09-03,20:00,1.77,0.0,16,0.0,0.0,1.77
2024-09-03,21:00,1.73,0.0,16,0.0,0.0,1.73
2024-09-03,22:00,0.81,0.0,16,0.0,0.0,0.81
2024-09-03,23:00,0.88,0.0,16,0.0,0.0,0.88
2024-09-04,00:00,0.17,0.0,16,0.0,0.0,0.17
2024-09-04,01:00,0.25,0.0,16,0.0,0.0,0.25
2024-09-04,02:00,0.19,0.0,16,0.0,0.0,0.19
2024-09-04,03:00,0.19,0.0,16,0.0,0.0,0.19
2024-09-04,04:00,0.14,0.0,16,0.0,0.0,0.14
2024-09-04,05:00,0.13,0.0,16,0.0,0.0,0.13
2024-09-04,06:00,1.55,0.0,16,0.0,0.0,1.55
2024-09-04,07:00,1.85,0.11,15,0.11,0.0,1.74
2024-09-04,08:00,1.41,0.61,16,0.61,0.0,0.7999999999999999
2024-09-04,09:00,0.91,2.09,16,0.91,1.1799999999999997,0.0
2024-09-04,10:00,0.74,2.63,16,0.74,1.89,0.0
2024-09-04,11:00,0.7,5.05,16,0.7,4.35,0.0
2024-09-04,12:00,0.64,1.36,16,0.64,0.7200000000000001,0.0
2024-09-04,13:00,0.77,5.6,16,0.77,4.83,0.0
2024-09-04,14:00,0.36,5.46,16,0.36,5.1,0.0
2024-09-04,15:00,0.51,3.03,16,0.51,2.5199999999999996,0.0
2024-09-04,16:00,0.4,2.63,16,0.4,2.23,0.0
2024-09-04,17:00,2.77,2.09,16,2.09,0.0,0.6800000000000002
2024-09-04,18:00,1.95,2.43,16,1.95,0.4800000000000002,0.0
2024-09-04,19:00,2.02,0.75,16,0.75,0.0,1.27
2024-09-04,20:00,2.21,0.0,16,0.0,0.0,2.21
2024-09-04,21:00,2.0,0.0,16,0.0,0.0,2.0
2024-09-04,22:00,0.23,0.0,16,0.0,0.0,0.23
2024-09-04,23:00,0.73,0.0,16,0.0,0.0,0.73
2024-09-05,00:00,0.19,0.0,16,0.0,0.0,0.19
2024-09-05,01:00,0.09,0.0,16,0.0,0.0,0.09
2024-09-05,02:00,0.14,0.0,16,0.0,0.0,0.14
2024-09-05,03:00,0.24,0.0,16,0.0,0.0,0.24
2024-09-05,04:00,0.22,0.0,16,0.0,0.0,0.22
2024-09-05,05:00,0.18,0.0,16,0.0,0.0,0.18
2024-09-05,06:00,1.23,0.0,16,0.0,0.0,1.23
2024-09-05,07:00,1.35,0.75,16,0.75,0.0,0.6000000000000001
2024-09-05,08:00,1.91,2.43,16,1.91,0.5200000000000002,0.0
2024-09-05,09:00,0.38,3.49,16,0.38,3.1100000000000003,0.0
2024-09-05,10:00,0.39,1.09,16,0.39,0.7000000000000001,0.0
2024-09-05,11:00,0.9,5.05,16,0.9,4.1499999999999995,0.0
2024-09-05,12:00,0.25,5.46,16,0.25,5.21,0.0
2024-09-05,13:00,0.32,3.36,16,0.32,3.04,0.0
2024-09-05,14:00,0.5,3.28,16,0.5,2.78,0.0
2024-09-05,15:00,1.02,1.26,16,1.02,0.24,0.0
2024-09-05,16:00,0.71,1.09,16,0.71,0.3800000000000001,0.0
2024-09-05,17:00,2.19,0.35,16,0.35,0.0,1.8399999999999999
2024-09-05,18:00,2.62,2.43,16,2.43,0.0,0.18999999999999995
2024-09-05,19:00,2.15,0.12,16,0.12,0.0,2.03
2024-09-05,20:00,2.59,0.0,16,0.0,0.0,2.59
2024-09-05,21:00,2.15,0.0,16,0.0,0.0,2.15
2024-09-05,22:00,1.05,0.0,16,0.0,0.0,1.05
2024-09-05,23:00,0.72,0.0,16,0.0,0.0,0.72
2024-09-06,00:00,0.15,0.0,16,0.0,0.0,0.15
2024-09-06,01:00,0.15,0.0,16,0.0,0.0,0.15
2024-09-06,02:00,0.13,0.0,16,0.0,0.0,0.13
2024-09-06,03:00,0.17,0.0,16,0.0,0.0,0.17
2024-09-06,04:00,0.19,0.0,16,0.0,0.0,0.19
2024-09-06,05:00,0.2,0.0,16,0.0,0.0,0.2
2024-09-06,06:00,0.95,0.0,16,0.0,0.0,0.95
2024-09-06,07:00,1.57,0.75,16,0.75,0.0,0.8200000000000001
2024-09-06,08:00,1.22,2.43,16,1.22,1.2100000000000002,0.0
2024-09-06,09:00,0.82,3.49,16,0.82,2.6700000000000004,0.0
2024-09-06,10:00,0.18,2.63,16,0.18,2.4499999999999997,0.0
2024-09-06,11:00,0.92,3.03,16,0.92,2.11,0.0
2024-09-06,12:00,0.47,3.28,16,0.47,2.8099999999999996,0.0
2024-09-06,13:00,0.98,5.6,16,0.98,4.619999999999999,0.0
2024-09-06,14:00,0.51,0.55,16,0.51,0.040000000000000036,0.0
2024-09-06,15:00,0.53,5.05,16,0.53,4.52,0.0
2024-09-06,16:00,0.85,4.38,16,0.85,3.53,0.0
2024-09-06,17:00,1.87,0.87,16,0.87,0.0,1.0
2024-09-06,18:00,1.98,1.46,16,1.46,0.0,0.52
2024-09-06,19:00,1.73,1.25,16,1.25,0.0,0.48
2024-09-06,20:00,2.19,0.0,16,0.0,0.0,2.19
2024-09-06,21:00,1.77,0.0,16,0.0,0.0,1.77
2024-09-06,22:00,0.89,0.0,16,0.0,0.0,0.89
2024-09-06,23:00,0.64,0.0,16,0.0,0.0,0.64
2024-09-07,00:00,0.18,0.0,16,0.0,0.0,0.18
2024-09-07,01:00,0.24,0.0,16,0.0,0.0,0.24
2024-09-07,02:00,0.16,0.0,16,0.0,0.0,0.16
2024-09-07,03:00,0.19,0.0,16,0.0,0.0,0.19
2024-09-07,04:00,0.17,0.0,16,0.0,0.0,0.17
2024-09-07,05:00,0.27,0.0,16,0.0,0.0,0.27
2024-09-07,06:00,1.22,0.0,16,0.0,0.0,1.22
2024-09-07,07:00,1.37,0.75,16,0.75,0.0,0.6200000000000001
2024-09-07,08:00,1.33,2.43,16,1.33,1.1,0.0
2024-09-07,09:00,0.38,0.87,16,0.38,0.49,0.0
2024-09-07,10:00,0.66,1.09,16,0.66,0.43000000000000005,0.0
2024-09-07,11:00,0.26,0.5,16,0.26,0.24,0.0
2024-09-07,12:00,0.54,3.28,16,0.54,2.7399999999999998,0.0
2024-09-07,13:00,0.57,3.36,16,0.57,2.79,0.0
2024-09-07,14:00,0.57,4.78,14,0.57,4.21,0.0
2024-09-07,15:00,0.37,5.05,16,0.37,4.68,0.0
2024-09-07,16:00,0.69,4.38,16,0.69,3.69,0.0
2024-09-07,17:00,1.92,3.49,16,1.92,1.5700000000000003,0.0
2024-09-07,18:00,1.48,1.46,16,1.46,0.0,0.020000000000000018
2024-09-07,19:00,1.76,1.25,16,1.25,0.0,0.51
2024-09-07,20:00,2.03,0.0,16,0.0,0.0,2.03
2024-09-07,21:00,1.92,0.0,16,0.0,0.0,1.92
2024-09-07,22:00,1.01,0.0,16,0.0,0.0,1.01
2024-09-07,23:00,0.57,0.0,16,0.0,0.0,0.57
2024-09-08,00:00,0.22,0.0,16,0.0,0.0,0.22
2024-09-08,01:00,0.11,0.0,16,0.0,0.0,0.11
2024-09-08,02:00,0.23,0.0,16,0.0,0.0,0.23
2024-09-08,03:00,0.27,0.0,16,0.0,0.0,0.27
2024-09-08,04:00,0.22,0.0,16,0.0,0.0,0.22
2024-09-08,05:00,0.25,0.0,16,0.0,0.0,0.25
2024-09-08,06:00,1.13,0.0,16,0.0,0.0,1.13
2024-09-08,07:00,1.48,0.31,16,0.31,0.0,1.17
2024-09-08,08:00,1.48,2.43,16,1.48,0.9500000000000002,0.0
2024-09-08,09:00,0.53,3.49,16,0.53,2.96,0.0
2024-09-08,10:00,0.86,1.09,16,0.86,0.2300000000000001,0.0
2024-09-08,11:00,0.83,5.05,16,0.83,4.22,0.0
2024-09-08,12:00,0.42,5.12,15,0.42,4.7,0.0
2024-09-08,13:00,0.37,3.36,16,0.37,2.9899999999999998,0.0
2024-09-08,14:00,0.24,1.36,16,0.24,1.12,0.0
2024-09-08,15:00,0.47,3.03,16,0.47,2.5599999999999996,0.0
2024-09-08,16:00,0.13,2.63,16,0.13,2.5,0.0
2024-09-08,17:00,1.54,2.09,16,1.54,0.5499999999999998,0.0
2024-09-08,18:00,1.38,0.61,16,0.61,0.0,0.7699999999999999
2024-09-08,19:00,1.78,0.75,16,0.75,0.0,1.03
2024-09-08,20:00,2.28,0.0,16,0.0,0.0,2.28
2024-09-08,21:00,2.06,0.0,16,0.0,0.0,2.06
2024-09-08,22:00,0.45,0.0,16,0.0,0.0,0.45
2024-09-08,23:00,0.55,0.0,16,0.0,0.0,0.55
2024-09-09,00:00,0.27,0.0,16,0.0,0.0,0.27
2024-09-09,01:00,0.19,0.0,16,0.0,0.0,0.19
2024-09-09,02:00,0.2,0.0,16,0.0,0.0,0.2
2024-09-09,03:00,0.3,0.0,16,0.0,0.0,0.3
2024-09-09,04:00,0.23,0.0,16,0.0,0.0,0.23
2024-09-09,05:00,0.2,0.0,16,0.0,0.0,0.2
2024-09-09,06:00,0.71,0.0,16,0.0,0.0,0.71
2024-09-09,07:00,1.44,0.75,16,0.75,0.0,0.69
2024-09-09,08:00,1.35,1.46,16,1.35,0.10999999999999988,0.0
2024-09-09,09:00,0.34,3.49,16,0.34,3.1500000000000004,0.0
2024-09-09,10:00,0.52,0.44,16,0.44,0.0,0.08000000000000002
2024-09-09,11:00,0.4,3.03,16,0.4,2.63,0.0
2024-09-09,12:00,0.42,5.46,16,0.42,5.04,0.0
2024-09-09,13:00,0.53,4.9,14,0.53,4.37,0.0
2024-09-09,14:00,0.6,1.36,16,0.6,0.7600000000000001,0.0
2024-09-09,15:00,0.48,5.05,16,0.48,4.57,0.0
2024-09-09,16:00,0.55,1.09,16,0.55,0.54,0.0
2024-09-09,17:00,1.84,2.09,16,1.84,0.24999999999999978,0.0
2024-09-09,18:00,2.37,0.61,16,0.61,0.0,1.7600000000000002
2024-09-09,19:00,1.06,0.75,16,0.75,0.0,0.31000000000000005
2024-09-09,20:00,2.42,0.0,16,0.0,0.0,2.42
2024-09-09,21:00,2.45,0.0,16,0.0,0.0,2.45
2024-09-09,22:00,0.66,0.0,16,0.0,0.0,0.66
2024-09-09,23:00,0.7,0.0,16,0.0,0.0,0.7
2024-09-10,00:00,0.09,0.0,16,0.0,0.0,0.09
2024-09-10,01:00,0.26,0.0,16,0.0,0.0,0.26
2024-09-10,02:00,0.17,0.0,16,0.0,0.0,0.17
2024-09-10,03:00,0.15,0.0,16,0.0,0.0,0.15
2024-09-10,04:00,0.25,0.0,16,0.0,0.0,0.25
2024-09-10,05:00,0.12,0.0,16,0.0,0.0,0.12
2024-09-10,06:00,1.5,0.0,16,0.0,0.0,1.5
2024-09-10,07:00,1.46,0.12,16,0.12,0.0,1.3399999999999999
2024-09-10,08:00,1.92,2.43,16,1.92,0.5100000000000002,0.0
2024-09-10,09:00,0.73,2.09,16,0.73,1.3599999999999999,0.0
2024-09-10,10:00,0.35,1.09,16,0.35,0.7400000000000001,0.0
2024-09-10,11:00,0.42,3.03,16,0.42,2.61,0.0
2024-09-10,12:00,0.44,3.28,16,0.44,2.84,0.0
2024-09-10,13:00,0.53,3.36,16,0.53,2.83,0.0
2024-09-10,14:00,0.2,1.36,16,0.2,1.1600000000000001,0.0
2024-09-10,15:00,0.4,3.03,16,0.4,2.63,0.0
2024-09-10,16:00,0.35,2.63,16,0.35,2.28,0.0
2024-09-10,17:00,1.76,2.09,16,1.76,0.32999999999999985,0.0
2024-09-10,18:00,2.55,2.43,16,2.43,0.0,0.11999999999999966
2024-09-10,19:00,2.34,0.31,16,0.31,0.0,2.03
2024-09-10,20:00,1.75,0.0,16,0.0,0.0,1.75
2024-09-10,21:00,1.63,0.0,16,0.0,0.0,1.63
2024-09-10,22:00,0.39,0.0,12,0.0,0.0,0.39
2024-09-10,23:00,0.79,0.0,16,0.0,0.0,0.79
2024-09-11,00:00,0.24,0.0,16,0.0,0.0,0.24
2024-09-11,01:00,0.2,0.0,16,0.0,0.0,0.2
2024-09-11,02:00,0.2,0.0,12,0.0,0.0,0.2
2024-09-11,03:00,0.24,0.0,14,0.0,0.0,0.24
2024-09-11,04:00,0.17,0.0,16,0.0,0.0,0.17
2024-09-11,05:00,0.21,0.0,16,0.0,0.0,0.21
2024-09-11,06:00,1.92,0.0,16,0.0,0.0,1.92
2024-09-11,07:00,1.37,1.25,16,1.25,0.0,0.1200000000000001
2024-09-11,08:00,1.98,1.46,16,1.46,0.0,0.52
2024-09-11,09:00,0.52,3.49,16,0.52,2.97,0.0
2024-09-11,10:00,0.48,4.38,16,0.48,3.9,0.0
2024-09-11,11:00,0.84,3.03,16,0.84,2.19,0.0
2024-09-11,12:00,0.64,5.46,16,0.64,4.82,0.0
2024-09-11,13:00,0.42,5.6,16,0.42,5.18,0.0
2024-09-11,14:00,0.49,1.28,15,0.49,0.79,0.0
2024-09-11,15:00,0.33,3.03,16,0.33,2.6999999999999997,0.0
2024-09-11,16:00,0.5,2.63,16,0.5,2.13,0.0
2024-09-11,17:00,2.15,2.09,16,2.09,0.0,0.06000000000000005
2024-09-11,18:00,2.07,1.46,16,1.46,0.0,0.6099999999999999
2024-09-11,19:00,1.6,0.12,16,0.12,0.0,1.48
2024-09-11,20:00,2.2,0.0,16,0.0,0.0,2.2
2024-09-11,21:00,1.99,0.0,16,0.0,0.0,1.99
2024-09-11,22:00,0.48,0.0,16,0.0,0.0,0.48
2024-09-11,23:00,0.43,0.0,16,0.0,0.0,0.43
2024-09-12,00:00,0.13,0.0,16,0.0,0.0,0.13
2024-09-12,01:00,0.19,0.0,16,0.0,0.0,0.19
2024-09-12,02:00,0.17,0.0,16,0.0,0.0,0.17
2024-09-12,03:00,0.19,0.0,16,0.0,0.0,0.19
2024-09-12,04:00,0.19,0.0,16,0.0,0.0,0.19
2024-09-12,05:00,0.18,0.0,16,0.0,0.0,0.18
2024-09-12,06:00,1.31,0.0,16,0.0,0.0,1.31
2024-09-12,07:00,1.12,0.31,16,0.31,0.0,0.81
2024-09-12,08:00,1.83,2.43,16,1.83,0.6000000000000001,0.0
2024-09-12,09:00,0.34,0.87,16,0.34,0.53,0.0
2024-09-12,10:00,0.92,2.63,16,0.92,1.71,0.0
2024-09-12,11:00,0.37,3.03,16,0.37,2.6599999999999997,0.0
2024-09-12,12:00,0.49,3.28,16,0.49,2.79,0.0
2024-09-12,13:00,0.41,3.36,16,0.41,2.9499999999999997,0.0
2024-09-12,14:00,0.22,3.28,16,0.22,3.0599999999999996,0.0
2024-09-12,15:00,0.18,5.05,16,0.18,4.87,0.0
2024-09-12,16:00,0.47,4.38,16,0.47,3.91,0.0
2024-09-12,17:00,2.0,2.09,16,2.0,0.08999999999999986,0.0
2024-09-12,18:00,2.25,2.43,16,2.25,0.18000000000000016,0.0
2024-09-12,19:00,2.41,1.25,16,1.25,0.0,1.1600000000000001
2024-09-12,20:00,1.82,0.0,16,0.0,0.0,1.82
2024-09-12,21:00,2.07,0.0,16,0.0,0.0,2.07
2024-09-12,22:00,0.78,0.0,16,0.0,0.0,0.78
2024-09-12,23:00,0.58,0.0,16,0.0,0.0,0.58
2024-09-13,00:00,0.14,0.0,16,0.0,0.0,0.14
2024-09-13,01:00,0.17,0.0,16,0.0,0.0,0.17
2024-09-13,02:00,0.16,0.0,16,0.0,0.0,0.16
2024-09-13,03:00,0.15,0.0,16,0.0,0.0,0.15
2024-09-13,04:00,0.21,0.0,16,0.0,0.0,0.21
2024-09-13,05:00,0.24,0.0,16,0.0,0.0,0.24
2024-09-13,06:00,1.52,0.0,16,0.0,0.0,1.52
2024-09-13,07:00,1.51,0.75,16,0.75,0.0,0.76
2024-09-13,08:00,1.41,0.61,16,0.61,0.0,0.7999999999999999
2024-09-13,09:00,0.76,0.87,16,0.76,0.10999999999999999,0.0
2024-09-13,10:00,0.31,0.44,16,0.31,0.13,0.0
2024-09-13,11:00,0.63,5.05,16,0.63,4.42,0.0
2024-09-13,12:00,0.26,3.28,16,0.26,3.0199999999999996,0.0
2024-09-13,13:00,0.62,5.6,16,0.62,4.9799999999999995,0.0
2024-09-13,14:00,0.55,3.28,16,0.55,2.7299999999999995,0.0
2024-09-13,15:00,0.43,3.03,16,0.43,2.5999999999999996,0.0
2024-09-13,16:00,0.54,0.89,13,0.54,0.35,0.0
2024-09-13,17:00,1.56,3.49,16,1.56,1.9300000000000002,0.0
2024-09-13,18:00,1.9,2.43,16,1.9,0.5300000000000002,0.0
2024-09-13,19:00,1.49,0.75,16,0.75,0.0,0.74
2024-09-13,20:00,1.42,0.0,16,0.0,0.0,1.42
2024-09-13,21:00,2.41,0.0,16,0.0,0.0,2.41
2024-09-13,22:00,0.49,0.0,16,0.0,0.0,0.49
2024-09-13,23:00,0.86,0.0,16,0.0,0.0,0.86
2024-09-14,00:00,0.17,0.0,16,0.0,0.0,0.17
2024-09-14,01:00,0.22,0.0,16,0.0,0.0,0.22
2024-09-14,02:00,0.29,0.0,16,0.0,0.0,0.29
2024-09-14,03:00,0.25,0.0,16,0.0,0.0,0.25
2024-09-14,04:00,0.18,0.0,16,0.0,0.0,0.18
2024-09-14,05:00,0.24,0.0,16,0.0,0.0,0.24
2024-09-14,06:00,1.9,0.0,16,0.0,0.0,1.9
2024-09-14,07:00,2.02,0.75,16,0.75,0.0,1.27
2024-09-14,08:00,1.78,2.28,15,1.78,0.4999999999999998,0.0
2024-09-14,09:00,0.87,3.49,16,0.87,2.62,0.0
2024-09-14,10:00,0.55,2.63,16,0.55,2.08,0.0
2024-09-14,11:00,0.32,1.26,16,0.32,0.94,0.0
2024-09-14,12:00,0.6,5.46,16,0.6,4.86,0.0
2024-09-14,13:00,1.0,1.4,16,1.0,0.3999999999999999,0.0
2024-09-14,14:00,0.62,3.28,16,0.62,2.6599999999999997,0.0
2024-09-14,15:00,0.49,1.26,16,0.49,0.77,0.0
2024-09-14,16:00,0.27,2.63,16,0.27,2.36,0.0
2024-09-14,17:00,1.54,3.49,16,1.54,1.9500000000000002,0.0
2024-09-14,18:00,1.49,2.43,16,1.49,0.9400000000000002,0.0
2024-09-14,19:00,2.16,0.75,16,0.75,0.0,1.4100000000000001
2024-09-14,20:00,2.19,0.0,16,0.0,0.0,2.19
2024-09-14,21:00,1.91,0.0,16,0.0,0.0,1.91
2024-09-14,22:00,0.79,0.0,16,0.0,0.0,0.79
2024-09-14,23:00,0.66,0.0,16,0.0,0.0,0.66
2024-09-15,00:00,0.16,0.0,16,0.0,0.0,0.16
2024-09-15,01:00,0.21,0.0,16,0.0,0.0,0.21
2024-09-15,02:00,0.26,0.0,16,0.0,0.0,0.26
2024-09-15,03:00,0.16,0.0,16,0.0,0.0,0.16
2024-09-15,04:00,0.14,0.0,16,0.0,0.0,0.14
2024-09-15,05:00,0.19,0.0,16,0.0,0.0,0.19
2024-09-15,06:00,1.33,0.0,13,0.0,0.0,1.33
2024-09-15,07:00,1.14,0.31,16,0.31,0.0,0.8299999999999998
2024-09-15,08:00,1.55,1.46,16,1.46,0.0,0.09000000000000008
2024-09-15,09:00,0.58,0.87,16,0.58,0.29000000000000004,0.0
2024-09-15,10:00,0.73,2.63,16,0.73,1.9,0.0
2024-09-15,11:00,0.13,5.05,16,0.13,4.92,0.0
2024-09-15,12:00,0.67,1.36,16,0.67,0.6900000000000001,0.0
2024-09-15,13:00,0.67,5.6,16,0.67,4.93,0.0
2024-09-15,14:00,0.29,1.36,16,0.29,1.07,0.0
2024-09-15,15:00,0.55,5.05,16,0.55,4.5,0.0
2024-09-15,16:00,0.66,0.44,16,0.44,0.0,0.22000000000000003
2024-09-15,17:00,2.19,2.09,16,2.09,0.0,0.10000000000000009
2024-09-15,18:00,2.87,0.24,16,0.24,0.0,2.63
2024-09-15,19:00,2.37,1.25,16,1.25,0.0,1.12
2024-09-15,20:00,2.15,0.0,16,0.0,0.0,2.15
2024-09-15,21:00,2.65,0.0,16,0.0,0.0,2.65
2024-09-15,22:00,0.51,0.0,16,0.0,0.0,0.51
2024-09-15,23:00,0.68,0.0,13,0.0,0.0,0.68
2024-09-16,00:00,0.23,0.0,12,0.0,0.0,0.23
2024-09-16,01:00,0.05,0.0,16,0.0,0.0,0.05
2024-09-16,02:00,0.27,0.0,16,0.0,0.0,0.27
2024-09-16,03:00,0.2,0.0,16,0.0,0.0,0.2
2024-09-16,04:00,0.21,0.0,16,0.0,0.0,0.21
2024-09-16,05:00,0.22,0.0,16,0.0,0.0,0.22
2024-09-16,06:00,0.95,0.0,16,0.0,0.0,0.95
2024-09-16,07:00,1.31,0.75,16,0.75,0.0,0.56
2024-09-16,08:00,1.4,0.61,16,0.61,0.0,0.7899999999999999
2024-09-16,09:00,0.66,2.09,16,0.66,1.4299999999999997,0.0
2024-09-16,10:00,0.78,4.38,16,0.78,3.5999999999999996,0.0
2024-09-16,11:00,0.56,5.05,16,0.56,4.49,0.0
2024-09-16,12:00,0.59,0.55,16,0.55,0.0,0.039999999999999925
2024-09-16,13:00,0.64,3.36,16,0.64,2.7199999999999998,0.0
2024-09-16,14:00,0.46,5.46,16,0.46,5.0,0.0
2024-09-16,15:00,0.41,5.05,16,0.41,4.64,0.0
2024-09-16,16:00,0.58,2.63,16,0.58,2.05,0.0
2024-09-16,17:00,2.23,3.49,16,2.23,1.2600000000000002,0.0
2024-09-16,18:00,1.74,1.46,16,1.46,0.0,0.28
2024-09-16,19:00,1.71,0.75,16,0.75,0.0,0.96
2024-09-16,20:00,1.74,0.0,16,0.0,0.0,1.74
2024-09-16,21:00,2.13,0.0,16,0.0,0.0,2.13
2024-09-16,22:00,0.93,0.0,16,0.0,0.0,0.93
2024-09-16,23:00,0.45,0.0,16,0.0,0.0,0.45
2024-09-17,00:00,0.19,0.0,16,0.0,0.0,0.19
2024-09-17,01:00,0.2,0.0,16,0.0,0.0,0.2
2024-09-17,02:00,0.2,0.0,16,0.0,0.0,0.2
2024-09-17,03:00,0.18,0.0,16,0.0,0.0,0.18
2024-09-17,04:00,0.32,0.0,16,0.0,0.0,0.32
2024-09-17,05:00,0.19,0.0,16,0.0,0.0,0.19
2024-09-17,06:00,1.53,0.0,16,0.0,0.0,1.53
2024-09-17,07:00,1.82,1.25,16,1.25,0.0,0.5700000000000001
2024-09-17,08:00,1.54,2.43,16,1.54,0.8900000000000001,0.0
2024-09-17,09:00,0.42,3.49,16,0.42,3.0700000000000003,0.0
2024-09-17,10:00,0.31,4.38,16,0.31,4.07,0.0
2024-09-17,11:00,0.81,3.03,16,0.81,2.2199999999999998,0.0
2024-09-17,12:00,0.57,5.46,16,0.57,4.89,0.0
2024-09-17,13:00,0.54,5.6,16,0.54,5.06,0.0
2024-09-17,14:00,0.61,2.46,12,0.61,1.85,0.0
2024-09-17,15:00,0.82,5.05,16,0.82,4.2299999999999995,0.0
2024-09-17,16:00,0.32,2.63,16,0.32,2.31,0.0
2024-09-17,17:00,2.5,2.09,16,2.09,0.0,0.41000000000000014
2024-09-17,18:00,2.12,1.46,16,1.46,0.0,0.6600000000000001
2024-09-17,19:00,1.93,0.75,16,0.75,0.0,1.18
2024-09-17,20:00,1.91,0.0,16,0.0,0.0,1.91
2024-09-17,21:00,2.67,0.0,16,0.0,0.0,2.67
2024-09-17,22:00,0.62,0.0,16,0.0,0.0,0.62
2024-09-17,23:00,0.33,0.0,16,0.0,0.0,0.33
2024-09-18,00:00,0.1,0.0,16,0.0,0.0,0.1
2024-09-18,01:00,0.22,0.0,16,0.0,0.0,0.22
2024-09-18,02:00,0.22,0.0,16,0.0,0.0,0.22
2024-09-18,03:00,0.13,0.0,16,0.0,0.0,0.13
2024-09-18,04:00,0.2,0.0,16,0.0,0.0,0.2
2024-09-18,05:00,0.16,0.0,16,0.0,0.0,0.16
2024-09-18,06:00,1.68,0.0,16,0.0,0.0,1.68
2024-09-18,07:00,1.31,1.25,16,1.25,0.0,0.06000000000000005
2024-09-18,08:00,1.82,0.61,16,0.61,0.0,1.21
2024-09-18,09:00,0.74,3.49,16,0.74,2.75,0.0
2024-09-18,10:00,0.85,4.38,16,0.85,3.53,0.0
2024-09-18,11:00,0.39,0.5,16,0.39,0.10999999999999999,0.0
2024-09-18,12:00,0.48,5.46,16,0.48,4.98,0.0
2024-09-18,13:00,0.76,5.6,16,0.76,4.84,0.0
2024-09-18,14:00,0.33,3.28,16,0.33,2.9499999999999997,0.0
2024-09-18,15:00,0.68,5.05,16,0.68,4.37,0.0
2024-09-18,16:00,0.29,1.09,16,0.29,0.8,0.0
2024-09-18,17:00,2.24,2.09,16,2.09,0.0,0.15000000000000036
2024-09-18,18:00,2.22,2.43,16,2.22,0.20999999999999996,0.0
2024-09-18,19:00,1.87,0.75,16,0.75,0.0,1.12
2024-09-18,20:00,1.62,0.0,16,0.0,0.0,1.62
2024-09-18,21:00,2.89,0.0,16,0.0,0.0,2.89
2024-09-18,22:00,0.28,0.0,16,0.0,0.0,0.28
2024-09-18,23:00,0.77,0.0,16,0.0,0.0,0.77
2024-09-19,00:00,0.13,0.0,16,0.0,0.0,0.13
2024-09-19,01:00,0.24,0.0,16,0.0,0.0,0.24
2024-09-19,02:00,0.09,0.0,16,0.0,0.0,0.09
2024-09-19,03:00,0.11,0.0,16,0.0,0.0,0.11
2024-09-19,04:00,0.09,0.0,16,0.0,0.0,0.09
2024-09-19,05:00,0.08,0.0,16,0.0,0.0,0.08
2024-09-19,06:00,1.3,0.0,16,0.0,0.0,1.3
2024-09-19,07:00,1.05,0.31,16,0.31,0.0,0.74
2024-09-19,08:00,1.31,1.46,16,1.31,0.1499999999999999,0.0
2024-09-19,09:00,0.69,0.87,16,0.69,0.18000000000000005,0.0
2024-09-19,10:00,0.08,2.63,16,0.08,2.55,0.0
2024-09-19,11:00,0.84,3.03,16,0.84,2.19,0.0
2024-09-19,12:00,0.13,3.28,16,0.13,3.15,0.0
2024-09-19,13:00,0.48,5.6,16,0.48,5.119999999999999,0.0
2024-09-19,14:00,0.83,1.36,16,0.83,0.5300000000000001,0.0
2024-09-19,15:00,0.61,1.26,16,0.61,0.65,0.0
2024-09-19,16:00,0.2,2.63,16,0.2,2.4299999999999997,0.0
2024-09-19,17:00,2.0,2.09,16,2.0,0.08999999999999986,0.0
2024-09-19,18:00,1.47,1.46,16,1.46,0.0,0.010000000000000009
2024-09-19,19:00,2.49,0.75,16,0.75,0.0,1.7400000000000002
2024-09-19,20:00,2.92,0.0,16,0.0,0.0,2.92
2024-09-19,21:00,1.72,0.0,16,0.0,0.0,1.72
2024-09-19,22:00,0.69,0.0,16,0.0,0.0,0.69
2024-09-19,23:00,0.56,0.0,16,0.0,0.0,0.56
2024-09-20,00:00,0.22,0.0,16,0.0,0.0,0.22
2024-09-20,01:00,0.26,0.0,16,0.0,0.0,0.26
2024-09-20,02:00,0.1,0.0,16,0.0,0.0,0.1
2024-09-20,03:00,0.21,0.0,16,0.0,0.0,0.21
2024-09-20,04:00,0.13,0.0,16,0.0,0.0,0.13
2024-09-20,05:00,0.14,0.0,16,0.0,0.0,0.14
2024-09-20,06:00,1.95,0.0,16,0.0,0.0,1.95
2024-09-20,07:00,1.45,1.25,16,1.25,0.0,0.19999999999999996
